Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735230,Taxtako‘pir tumani,Тахтакупырский район,Takhtakupyr district,Тахтакўпир тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735233,To‘rtko‘l tumani,Турткульский район,Turtkul district,Тўрткўл тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735236,Xo‘jayli tumani,Ходжейлийский район,Khojeyli district,Хўжайли тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735240,Chimboy tumani,Чимбайский район,Chimbay district,Чимбой тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735243,Shumanay tumani,Шуманайский район,Shumanai district,Шуманай тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735250,Ellikkala tumani,Элликкалинский район,Ellikkala district,Елликкала тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,112.5,116.1,116.4,121.2,118.6,117.2,113.8,103.5,105.5,108.7,99.7,115.2,109.1,107.9,112.2,112.6
1703401,Andijon shahri,Город Андижан,Andijan city,Aндижон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703408,Xonobod shahri,Город Ханабад,Khanabadcity,Хонобод шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703202,Oltinko‘l tumani,Алтынкульский район,Altynkul  district,Олтинкўл тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703203,Andijon tumani,Андижанский район,Andijan district,Aндижон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703206,Baliqchi tumani,Балыкчинский район,Balykchi district,Балиқчи тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703209,Bo‘ston tumani,Бустонский район,Bustan district,Бўстон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703210,Buloqboshi tumani,Булакбашинский район,Bulakbashi district,Булоқбоши тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703211,Jalaquduq tumani,Жалакудукский район,Jalаquduk district,Жалақудуқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703214,Izboskan tumani,Избасканский район,Izbaskan district,Избоскан тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703217,Ulug‘nor tumani,Улугноpский район,Ulugnor district,Улуғнор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703220,Qo‘rg‘ontepa tumani,Кургантепинский район,Kurgantepa district,Қўрғонтепа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703224,Asaka tumani,Асакинский район,Asaka district,Aсака тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703227,Marxamat tumani,Мархаматский район,Markhamat district,Мархамат тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703230,Shaxrixon tumani,Шахриханский район,Shakhrikhan district,Шахрихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,113.6,115.7,116.7,118.7,117.9,114.5,113.8,103.1,107.9,111.7,97.9,113.0,112.4,106.9,108.2,112.2
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Вобкент тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,119.4,120.6,118.1,117.4,116.6,117.0,114.7,104.8,110.6,113.8,95.6,118.2,111.3,111.4,109.7,112.5
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,115.4,119.0,119.4,119.1,117.3,114.5,115.6,102.5,99.4,109.0,99.7,113.0,109.4,106.7,107.6,111.2
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,125.4,121.2,114.0,114.8,118.6,115.7,114.0,106.3,107.6,110.1,99.6,118.9,116.5,111.0,110.7,111.8
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,117.4,118.7,118.3,117.1,119.3,115.5,122.1,101.7,110.2,111.4,98.0,115.2,117.4,110.2,111.2,113.1
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714219,Pop tumani,Папский район,Pop district,Поп тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,116.1,116.7,119.0,120.0,117.8,113.0,111.8,104.4,106.0,112.0,94.0,122.0,114.5,112.6,112.8,113.6
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,110.8,120.4,120.9,118.1,120.8,115.1,114.1,103.6,114.1,102.6,94.1,120.6,110.0,106.1,107.4,111.5
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
